nome,ano,genero,generos_full,plataforma,plataformas_full,publisher,developer,nota,faixa_etaria,descricao,popularidade,playtime,tamanho_jogo,ratings_count,suggestions_count,engajamento_bruto,palavras_chave
Double Dragon III: The Sacred Stones (1991),1991,Arcade,Arcade||Fighting,Xbox One,Xbox One||PlayStation 4||Genesis||Commodore / Amiga||Game Boy||Atari ST||PC||Wii U||NES,Acclaim Entertainment,Arc System Works Co.,3.8,N/A,Double Dragon III: The Sacred Stones (1991) é um jogo de Arcade lançado em 1991 para Xbox One. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.0492,0,curto,28,767,832.5,double dragon iii: the sacred stones (1991) arcade||fighting xbox one||playstation 4||genesis||commodore / amiga||game boy||atari st||pc||wii u||nes acclaim entertainment arc system works co.
XIII Century – Gold Edition,2009,Strategy,Strategy,PC,PC,1C-SoftClub,Unicorn Games Studio,2.3,N/A,XIII Century – Gold Edition é um jogo de Strategy lançado em 2009 para PC. Ele possui nota média aproximada de 2.3/5 na base RAWG.,0.0492,1,curto,10,502,833.5,xiii century – gold edition strategy pc 1c-softclub unicorn games studio
Magic: The Gathering - Duels of the Planeswalkers,2009,Card,Card,PlayStation 3,PlayStation 3||Xbox 360||PC,Wizards of the Coast,Stainless Games,3.3,+13,Magic: The Gathering - Duels of the Planeswalkers é um jogo de Card lançado em 2009 para PlayStation 3. Ele possui nota média aproximada de 3.3/5 na base RAWG.,0.0492,10,medio,41,439,833.0,magic: the gathering - duels of the planeswalkers card playstation 3||xbox 360||pc wizards of the coast stainless games
Dishonored: The Brigmore Witches,2013,Action,Action,PC,PC||PlayStation 3||Xbox 360,Bethesda Softworks,Arkane Studios,4.3,+17,Dishonored: The Brigmore Witches é um jogo de Action lançado em 2013 para PC. Ele possui nota média aproximada de 4.3/5 na base RAWG.,0.0492,0,curto,71,646,833.0,dishonored: the brigmore witches action pc||playstation 3||xbox 360 bethesda softworks arkane studios
X-Men Origins: Wolverine,2009,Action,Action,PlayStation,PlayStation||PlayStation 2||PC||PlayStation 3||Wii||Xbox 360||Nintendo DS,Activision Blizzard,Raven Software,3.9,N/A,X-Men Origins: Wolverine é um jogo de Action lançado em 2009 para PlayStation. Ele possui nota média aproximada de 3.9/5 na base RAWG.,0.0492,5,curto,94,605,832.5,x-men origins: wolverine action playstation||playstation 2||pc||playstation 3||wii||xbox 360||nintendo ds activision blizzard raven software
Berserk and the Band of the Hawk,2016,Action,Action,PC,PC||PlayStation 3||PlayStation 4||PS Vita,KOEI TECMO GAMES CO,Koei Tecmo,3.1,+18,Berserk and the Band of the Hawk é um jogo de Action lançado em 2016 para PC. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.0492,5,curto,36,684,833.0,berserk and the band of the hawk action pc||playstation 3||playstation 4||ps vita koei tecmo games co koei tecmo
The Sinking City,2019,Action,Action||Adventure,PC,PC||PlayStation 4||Nintendo Switch||Xbox One,Frogwares,Frogwares,3.3,N/A,The Sinking City é um jogo de Action lançado em 2019 para PC. Ele possui nota média aproximada de 3.3/5 na base RAWG.,0.0492,0,curto,130,252,832.5,the sinking city action||adventure pc||playstation 4||nintendo switch||xbox one frogwares frogwares
TC's GRAW2,2010,Action,Action||Shooter,Xbox 360,Xbox 360,Ubisoft Entertainment,Ubisoft,3.4,+13,TC's GRAW2 é um jogo de Action lançado em 2010 para Xbox 360. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.0492,0,curto,50,423,833.0,tc's graw2 action||shooter xbox 360 ubisoft entertainment ubisoft
Thunder Wolves,2013,Action,Action||Shooter||Casual||Indie,PC,PC||Xbox 360,THQ Nordic,Most Wanted Entertainment,2.4,N/A,Thunder Wolves é um jogo de Action lançado em 2013 para PC. Ele possui nota média aproximada de 2.4/5 na base RAWG.,0.0491,1,curto,19,355,832.0,thunder wolves action||shooter||casual||indie pc||xbox 360 thq nordic most wanted entertainment
Eastshade,2019,Adventure,Adventure||Indie,Xbox One,Xbox One||PlayStation 4||PC,Eastshade Studios,Eastshade Studios,4.0,N/A,Eastshade é um jogo de Adventure lançado em 2019 para Xbox One. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.0491,2,curto,41,481,831.5,eastshade adventure||indie xbox one||playstation 4||pc eastshade studios eastshade studios
Sea of Solitude,2019,Action,Action||Adventure,PlayStation 4,PlayStation 4||PC||Xbox One,Electronic Arts,Electronic Arts,3.2,+13,Sea of Solitude é um jogo de Action lançado em 2019 para PlayStation 4. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.0491,1,curto,67,285,831.0,sea of solitude action||adventure playstation 4||pc||xbox one electronic arts electronic arts
Shiftlings,2015,Action,Action||Adventure,PC,PC||Xbox One||PlayStation 4||Wii U,Sierra Entertainment,Activision,2.3,+13,Shiftlings é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.3/5 na base RAWG.,0.0491,4,curto,6,450,832.0,shiftlings action||adventure pc||xbox one||playstation 4||wii u sierra entertainment activision
Space Run Galaxy,2016,Strategy,Strategy||Indie,PC,PC,Focus Home Interactive,Passtech Games,2.4,N/A,Space Run Galaxy é um jogo de Strategy lançado em 2016 para PC. Ele possui nota média aproximada de 2.4/5 na base RAWG.,0.0491,4,curto,15,375,831.5,space run galaxy strategy||indie pc focus home interactive passtech games
Dracula 3: The Path of the Dragon,2014,Adventure,Adventure||Casual,PC,PC||macOS,,Microids,2.6,N/A,Dracula 3: The Path of the Dragon é um jogo de Adventure lançado em 2014 para PC. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.0491,4,curto,13,506,831.5,dracula 3: the path of the dragon adventure||casual pc||macos  microids
Charlie's Adventure,2016,Action,Action||Adventure||Casual||Indie,PC,PC||macOS,Just1337 Publisher,Just1337 Studio,2.1,N/A,Charlie's Adventure é um jogo de Action lançado em 2016 para PC. Ele possui nota média aproximada de 2.1/5 na base RAWG.,0.0491,4,curto,14,495,831.5,charlie's adventure action||adventure||casual||indie pc||macos just1337 publisher just1337 studio
S.T.A.L.K.E.R. 2,2021,Action,Action||Shooter||Adventure||RPG,PC,PC||Xbox Series S/X,,GSC Game World,4.6,N/A,S.T.A.L.K.E.R. 2 é um jogo de Action lançado em 2021 para PC. Ele possui nota média aproximada de 4.6/5 na base RAWG.,0.0491,0,curto,21,510,831.5,s.t.a.l.k.e.r. 2 action||shooter||adventure||rpg pc||xbox series s/x  gsc game world
Valheim,2018,Action,Action||Adventure||Indie,Linux,Linux||PC||macOS,Richard Svensson,Dvoid,0.0,N/A,Valheim é um jogo de Action lançado em 2018 para Linux.,0.0491,0,curto,0,825,832.0,valheim action||adventure||indie linux||pc||macos richard svensson dvoid
Vampire: The Masquerade - Coteries of New York,2019,Adventure,Adventure||RPG||Indie,PC,PC||Xbox One||PlayStation 4||Nintendo Switch,Draw Distance,Draw Distance,3.5,N/A,Vampire: The Masquerade - Coteries of New York é um jogo de Adventure lançado em 2019 para PC. Ele possui nota média aproximada de 3.5/5 na base RAWG.,0.0491,3,curto,11,284,831.0,vampire: the masquerade - coteries of new york adventure||rpg||indie pc||xbox one||playstation 4||nintendo switch draw distance draw distance
Kidnapped,2015,Action,Action||Adventure||Indie,Linux,Linux||PC||macOS,Deceptive Games,Gavin Powell,1.4,N/A,Kidnapped é um jogo de Action lançado em 2015 para Linux. Ele possui nota média aproximada de 1.4/5 na base RAWG.,0.0491,4,curto,14,429,831.0,kidnapped action||adventure||indie linux||pc||macos deceptive games gavin powell
RIP,2005,Action,Action||Simulation||Arcade,PC,PC,White Elephant,White Elephant,2.7,N/A,RIP é um jogo de Action lançado em 2005 para PC. Ele possui nota média aproximada de 2.7/5 na base RAWG.,0.0491,1,curto,19,398,831.5,rip action||simulation||arcade pc white elephant white elephant
Mega Man 11,2018,Action,Action||Platformer,PlayStation 4,PlayStation 4||Nintendo Switch||PC||Xbox One,Capcom,Capcom,3.7,+10,Mega Man 11 é um jogo de Action lançado em 2018 para PlayStation 4. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.0491,3,curto,57,471,831.0,mega man 11 action||platformer playstation 4||nintendo switch||pc||xbox one capcom capcom
Skyward Collapse,2013,Strategy,Strategy||Simulation||Indie,Linux,Linux||macOS||PC,Arcen Games,Arcen Games,2.5,N/A,Skyward Collapse é um jogo de Strategy lançado em 2013 para Linux. Ele possui nota média aproximada de 2.5/5 na base RAWG.,0.049,2,curto,6,496,830.5,skyward collapse strategy||simulation||indie linux||macos||pc arcen games arcen games
Soldiers: Heroes of World War II,2004,Strategy,Strategy,PC,PC,1C Company,Best Way,4.2,+13,Soldiers: Heroes of World War II é um jogo de Strategy lançado em 2004 para PC. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.049,1,curto,22,550,830.0,soldiers: heroes of world war ii strategy pc 1c company best way
Crucible Beta,2020,Action,Action,PC,PC,Amazon Games,Relentless Studios,1.8,N/A,Crucible Beta é um jogo de Action lançado em 2020 para PC. Ele possui nota média aproximada de 1.8/5 na base RAWG.,0.049,1,curto,9,532,829.5,crucible beta action pc amazon games relentless studios
Contra (1987),1987,Action,Action||Shooter||Platformer,NES,NES,Konami,Konami Digital Entertainment,4.3,N/A,Contra (1987) é um jogo de Action lançado em 1987 para NES. Ele possui nota média aproximada de 4.3/5 na base RAWG.,0.049,0,curto,205,377,829.5,contra (1987) action||shooter||platformer nes konami konami digital entertainment
AaAaAA!!! - A Reckless Disregard for Gravity,2009,Action,Action||Sports||Indie,PC,PC,Dejobaan Games,Dejobaan Games,3.2,N/A,AaAaAA!!! - A Reckless Disregard for Gravity é um jogo de Action lançado em 2009 para PC. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.049,1,curto,34,438,829.0,aaaaaa!!! - a reckless disregard for gravity action||sports||indie pc dejobaan games dejobaan games
Resistance: Fall of Man,2006,Action,Action||Shooter,PlayStation 3,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment,3.6,+17,Resistance: Fall of Man é um jogo de Action lançado em 2006 para PlayStation 3. Ele possui nota média aproximada de 3.6/5 na base RAWG.,0.049,0,curto,51,672,829.0,resistance: fall of man action||shooter playstation 3 sony computer entertainment sony interactive entertainment
Mortal Online,2015,Action,Action||RPG||Massively Multiplayer||Indie,PC,PC,Star Vault,Star Vault,2.5,N/A,Mortal Online é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.5/5 na base RAWG.,0.049,1,curto,21,491,829.5,mortal online action||rpg||massively multiplayer||indie pc star vault star vault
.hack//G.U. Last Recode,2017,RPG,RPG,PC,PC||PlayStation 4,Bandai Namco Entertainment,BANDAI NAMCO Entertainment America,3.5,N/A,.hack//G.U. Last Recode é um jogo de RPG lançado em 2017 para PC. Ele possui nota média aproximada de 3.5/5 na base RAWG.,0.049,3,curto,32,509,829.5,.hack//g.u. last recode rpg pc||playstation 4 bandai namco entertainment bandai namco entertainment america
Guns n Zombies,2014,Action,Action||Adventure||RPG||Indie,PC,PC||macOS,Krealit,Krealit,2.7,N/A,Guns n Zombies é um jogo de Action lançado em 2014 para PC. Ele possui nota média aproximada de 2.7/5 na base RAWG.,0.049,4,curto,13,464,829.0,guns n zombies action||adventure||rpg||indie pc||macos krealit krealit
BloodRayne Betrayal,2011,Action,Action||Adventure||Platformer,PC,PC||PlayStation 3||Xbox 360,Majesco Entertainment,Abstraction Games,2.9,+13,BloodRayne Betrayal é um jogo de Action lançado em 2011 para PC. Ele possui nota média aproximada de 2.9/5 na base RAWG.,0.049,5,curto,29,333,830.0,bloodrayne betrayal action||adventure||platformer pc||playstation 3||xbox 360 majesco entertainment abstraction games
Fall of the New Age Premium Edition,2014,Adventure,Adventure||Casual,Linux,Linux||macOS||PC,PlayRIX,Shaman Games Studio,0.0,N/A,Fall of the New Age Premium Edition é um jogo de Adventure lançado em 2014 para Linux.,0.049,1,curto,2,645,830.5,fall of the new age premium edition adventure||casual linux||macos||pc playrix shaman games studio
Robo Rumble,1998,Strategy,Strategy||Indie,PC,PC||macOS,ACE,Metropolis Software,1.5,N/A,Robo Rumble é um jogo de Strategy lançado em 1998 para PC. Ele possui nota média aproximada de 1.5/5 na base RAWG.,0.049,5,curto,10,483,829.0,robo rumble strategy||indie pc||macos ace metropolis software
ZHEROS,2016,Action,Action||Indie,PlayStation 4,PlayStation 4||PC||Xbox One,Rimlight Studios,Rimlight Studios,2.6,+10,ZHEROS é um jogo de Action lançado em 2016 para PlayStation 4. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.049,3,curto,29,560,829.5,zheros action||indie playstation 4||pc||xbox one rimlight studios rimlight studios
Sakura Beach,2015,Simulation,Simulation||Indie,PC,PC||Linux,Winged Cloud,Winged Cloud,3.3,N/A,Sakura Beach é um jogo de Simulation lançado em 2015 para PC. Ele possui nota média aproximada de 3.3/5 na base RAWG.,0.049,4,curto,15,272,829.5,sakura beach simulation||indie pc||linux winged cloud winged cloud
The Jackbox Party Pack 4,2017,Strategy,Strategy||Casual||Indie,macOS,macOS||PC||Nintendo Switch||PlayStation 4||Xbox One,Jackbox Games,Jackbox Games,4.1,+13,The Jackbox Party Pack 4 é um jogo de Strategy lançado em 2017 para macOS. Ele possui nota média aproximada de 4.1/5 na base RAWG.,0.0489,3,curto,103,204,828.5,the jackbox party pack 4 strategy||casual||indie macos||pc||nintendo switch||playstation 4||xbox one jackbox games jackbox games
Hexcells,2014,Strategy,Strategy||Casual||Indie||Puzzle,Linux,Linux||PC||macOS||iOS,Matthew Brown,Matthew Brown,4.0,+10,Hexcells é um jogo de Strategy lançado em 2014 para Linux. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.0489,3,curto,83,80,828.0,hexcells strategy||casual||indie||puzzle linux||pc||macos||ios matthew brown matthew brown
ECHO,2016,Action,Action||Adventure||RPG||Indie,PC,PC||PlayStation 4,Ultra Ultra,Ultra Ultra,3.5,+17,ECHO é um jogo de Action lançado em 2016 para PC. Ele possui nota média aproximada de 3.5/5 na base RAWG.,0.0489,2,curto,35,571,828.5,echo action||adventure||rpg||indie pc||playstation 4 ultra ultra ultra ultra
Monster Hunter World: Iceborne,2019,Action,Action||RPG||Massively Multiplayer,PlayStation 4,PlayStation 4||Xbox One||PC,Capcom,Capcom,4.5,+13,Monster Hunter World: Iceborne é um jogo de Action lançado em 2019 para PlayStation 4. Ele possui nota média aproximada de 4.5/5 na base RAWG.,0.0489,0,curto,81,314,828.0,monster hunter world: iceborne action||rpg||massively multiplayer playstation 4||xbox one||pc capcom capcom
CryoFall,2019,Action,Action||Adventure||RPG||Strategy||Simulation||Massively Multiplayer||Indie,PC,PC,Daedalic Entertainment,AtomicTorch Studio,2.9,N/A,CryoFall é um jogo de Action lançado em 2019 para PC. Ele possui nota média aproximada de 2.9/5 na base RAWG.,0.0489,4,curto,8,388,827.5,cryofall action||adventure||rpg||strategy||simulation||massively multiplayer||indie pc daedalic entertainment atomictorch studio
Icewind Dale 2 Complete,2002,RPG,RPG,macOS,macOS||PC,Hasbro,Black Isle Studios,3.7,+13,Icewind Dale 2 Complete é um jogo de RPG lançado em 2002 para macOS. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.0489,1,curto,34,553,828.5,icewind dale 2 complete rpg macos||pc hasbro black isle studios
Face Noir,2012,Adventure,Adventure||Indie,PC,PC,Phoenix Online Publishing,Mad Orange,2.6,N/A,Face Noir é um jogo de Adventure lançado em 2012 para PC. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.0489,3,curto,7,472,827.5,face noir adventure||indie pc phoenix online publishing mad orange
Cargo! The Quest for Gravity,2011,Action,Action||Adventure||Simulation||Arcade,PC,PC,Viva Meda,Ice-Pick Lodge,3.1,N/A,Cargo! The Quest for Gravity é um jogo de Action lançado em 2011 para PC. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.0489,2,curto,26,477,828.0,cargo! the quest for gravity action||adventure||simulation||arcade pc viva meda ice-pick lodge
JumpJet Rex,2015,Action,Action||Adventure||Racing||Indie,macOS,macOS||Linux||PC||PlayStation 4||Xbox One,LOOT Interactive,LOOT™ Interactive,3.1,LIVRE,JumpJet Rex é um jogo de Action lançado em 2015 para macOS. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.0489,1,curto,32,205,828.5,jumpjet rex action||adventure||racing||indie macos||linux||pc||playstation 4||xbox one loot interactive loot™ interactive
Master of Orion,2016,Strategy,Strategy,PC,PC||Linux||macOS,Wargaming,NGD Studios,3.5,N/A,Master of Orion é um jogo de Strategy lançado em 2016 para PC. Ele possui nota média aproximada de 3.5/5 na base RAWG.,0.0489,8,medio,58,398,827.5,master of orion strategy pc||linux||macos wargaming ngd studios
Car Mechanic Simulator 2018,2017,Simulation,Simulation||Racing,iOS,iOS||PC||macOS,PlayWay,Red Dot Games,3.7,N/A,Car Mechanic Simulator 2018 é um jogo de Simulation lançado em 2017 para iOS. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.0489,6,medio,54,497,827.5,car mechanic simulator 2018 simulation||racing ios||pc||macos playway red dot games
Pixel Puzzles 2: Anime,2015,Action,Action||Strategy||Simulation||Casual||Indie,PC,PC,Kiss,Decaying Logic,2.1,N/A,Pixel Puzzles 2: Anime é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.1/5 na base RAWG.,0.0489,4,curto,18,239,828.0,pixel puzzles 2: anime action||strategy||simulation||casual||indie pc kiss decaying logic
Command & Conquer: Red Alert 2 - Yuri's Revenge,2001,Strategy,Strategy,PC,PC,Electronic Arts,Westwood Studios,4.3,+13,Command & Conquer: Red Alert 2 - Yuri's Revenge é um jogo de Strategy lançado em 2001 para PC. Ele possui nota média aproximada de 4.3/5 na base RAWG.,0.0489,0,curto,134,483,827.5,command & conquer: red alert 2 - yuri's revenge strategy pc electronic arts westwood studios
Zombie Vikings,2015,Action,Action||Adventure,PC,PC||Xbox One||PlayStation 4,Zoink Games,Zoink!,2.9,N/A,Zombie Vikings é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.9/5 na base RAWG.,0.0489,5,curto,25,567,827.5,zombie vikings action||adventure pc||xbox one||playstation 4 zoink games zoink!
Sword Art Online Re: Hollow Fragment,2015,Action,Action||RPG,PC,PC||PlayStation 4,Bandai Namco Entertainment,BANDAI NAMCO Entertainment America,2.9,+13,Sword Art Online Re: Hollow Fragment é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.9/5 na base RAWG.,0.0489,2,curto,35,544,828.0,sword art online re: hollow fragment action||rpg pc||playstation 4 bandai namco entertainment bandai namco entertainment america
